date,text,Pump,Exchange,Coin,Notes,photo
2018-01-04T04:38:06,,,,,,
2018-02-04T18:34:17,"We are cancelling today's pump to protect our members from outsider's panic selling. The market condition is not good and many people are holding on their coins. Any coin we pump maybe subject to dumping by outsiders, thus we are cancelling today's pump to protect our members assets. Meanwhile, a word of advice, don't panic when others panic we expect that the market will rebound very soon. Thank you for your understanding. 

Mega Pump",,,,cancelled,
2018-02-06T07:58:40,"Mega Pump is hosting a week of Road to crypto recovery raffle!! Every invite you generate count as 1 raffle🎟  (minimal 5 invites and new invites only)  we know how bad the market condition affected you; As one of the largest cryptocurrency pump groups, we would like to help out our members by making the following giveaways to cheer everyone up during this awful econmic time!

On Thursday Feb 08 2018 @ 1PM EST we will be giving away
one lucky person will get 1000 TRX (TRON)
one lucky person will get 100 invites to boost your rank
one lucky person will get 4 seconds advantage on the next pump

On Saturaday Feb 10 2018 @ 1PM EST we will be giving away 
one lucky person will get 1000 XVG (Verge)
one lucky person will get 100 invites to boost your rank
one lucky person will get 4 seconds advantage on the next pump

On Monday Feb 12 2018 @ 1PM EST we will be giving away 
one lucky person will get 2000 IOST (IOS Token)
one lucky person will get 100 invites to boost your rank
one lucky person will get 4 seconds advantage on the next pump

Remember your invite must be new starting from the time of this message!

That's not all

We are also tracing the market trend and preparing for one of the biggest pumps in Mega Pump history!! We will annouce the date and time when we see the golden opportunity! VERY SOON!!🚀",,,,,
2018-02-10T20:08:21,"MEGA PUMP once again proof to be the best in the business!!! even after a crash recovery of the crypto market, we manage to be the one and only successful group out there!!! AMAZING JOB!!!!! to our community members!",,,,,
2018-02-10T20:35:12,,,,,,photos/photo_1@10-02-2018_20-35-12.jpg
2018-02-21T14:45:00,"['Hello everyone, we are very excited for today’s pump as it is our very first pump on ', {'type': 'bold', 'text': 'CRYPTOPIA'}, '! Today’s pump will be in 5 hours and 15 mins at ', {'type': 'bold', 'text': '1:00 PM EST time on Cryptopia'}, ' using BTC pairing. This pump will be free for all once again since it is our first pump on Cryptopia! Our goal will be to have the coin featured on the first page of the top % gainers which will bring many outsiders in. Many people wanted us to try Cryptopia last week (over 3200 votes) and we listened! We are confident that this coin will be the top gainer of the day and go very high in terms of % gain. We will also be looking into a coin that has liquidity. There are about ', {'type': 'bold', 'text': '47 000'}, "" people around the world actively trading on Cryptopia right now and they have a community chat where you can send messages! When it is time to pump we will ask for all our members to talk about the coin in chat which will bring the outsiders in. You can access their chat by clicking on the bottom left of the screen. We would like to welcome all of our community members to join us in this pump as we reunite together for the MEGA pump we have all been waiting for! If you don't have a Cryptopia account yet it is fast and easy to make one! This time we will be able to counter the bots without a doubt and expect this pump to be the biggest one yet! If you have any questions feel free to message us – Mega pump""]",,,,,
2018-02-21T19:37:55,"['The pump on ', {'type': 'bold', 'text': 'Cryptopia'}, ' will be in 23 mins! Important tip to know when buying on Cryptopia : The best way to get in quickly is to manually click on the sell orders and click the available BTC. We will be posting a picture with the name of the coin circled as always 🚀']",,,,,
2018-02-21T20:02:59,128 % gains so far!,,,,,
2018-02-21T20:05:17,We still managed to reach 128% which is very good!,,,,,
2018-02-21T20:24:37,"Thank you all for participating. After revising the % reached we have managed to reach a little over 100% which is very impressive considering that many people were watching! We have noticed that a total of 21 btc was bought on the Binance exchange. We announced many times that it was going to be on Cryptopia! As expected, many people were sitting on the sidelines watching, therefore we are expecting alot more people to join us on the next pump and to be alot better! Great job everyone! - Mega pump",,,,,
